account_id,trans_id,date_trans,amount,running_total
2932,860766,8/30/1993,7312,303857
2932,860904,8/31/1993,14.6,303871.6
2932,3627446,8/31/1993,192.8,304064.4
2932,860972,9/1/1993,14500,318564.4
2932,860486,9/7/1993,4920,323484.4
2932,860630,9/11/1993,4,323488.4
2932,860702,9/11/1993,7,323495.4
2932,860866,9/11/1993,5100,328595.4
2932,860327,9/12/1993,34431,363026.4
2932,860558,9/13/1993,26,363052.4
2932,860307,9/19/1993,36225,399277.4
2932,860304,9/26/1993,41826,441103.4
2932,860973,9/26/1993,51800,492903.4
2932,860905,9/30/1993,14.6,492918
2932,3627447,9/30/1993,309.6,493227.6
2932,860974,10/1/1993,31900,525127.6
2932,860313,10/7/1993,18701,543828.6
2932,860487,10/7/1993,4920,548748.6
2932,860631,10/11/1993,4,548752.6
2932,860703,10/11/1993,7,548759.6
2932,860559,10/13/1993,26,548785.6
2932,860310,10/18/1993,40969,589754.6
2932,860975,10/18/1993,57100,646854.6
2932,860870,10/22/1993,9300,656154.6
2932,860302,10/24/1993,36836,692990.6
2932,860328,10/29/1993,37803,730793.6
2932,860767,10/29/1993,12099,742892.6
2932,860976,10/29/1993,55400,798292.6
2932,860906,10/31/1993,14.6,798307.2
2932,860977,10/31/1993,12500,810807.2
2932,3627448,10/31/1993,290.3,811097.5
2932,860769,11/3/1993,8925,820022.5
2932,860488,11/7/1993,4920,824942.5
2932,860632,11/11/1993,4,824946.5
2932,860704,11/11/1993,7,824953.5
2932,860560,11/13/1993,26,824979.5
2932,860907,11/30/1993,14.6,824994.1
2932,860978,11/30/1993,800,825794.1
2932,3627449,11/30/1993,128.1,825922.2
2932,860311,12/7/1993,14460,840382.2
2932,860489,12/7/1993,4920,845302.2
2932,860633,12/11/1993,4,845306.2
2932,860705,12/11/1993,7,845313.2
2932,860561,12/13/1993,26,845339.2
2932,860863,12/13/1993,8400,853739.2
2932,860309,12/17/1993,14970,868709.2
2932,860308,12/24/1993,39143,907852.2
2932,860316,12/24/1993,40908,948760.2
2932,860979,12/24/1993,56100,1004860.2
2932,860821,12/28/1993,1800,1006660.2
2932,860980,12/30/1993,20700,1027360.2
2932,860908,12/31/1993,14.6,1027374.8
2932,3627450,12/31/1993,184.9,1027559.7
2932,860772,1/3/1994,6376,1033935.7
2932,860836,1/6/1994,5700,1039635.7
2932,860490,1/7/1994,4920,1044555.7
2932,860332,1/10/1994,8968,1053523.7
2932,860837,1/10/1994,4800,1058323.7
2932,860634,1/11/1994,4,1058327.7
2932,860706,1/11/1994,7,1058334.7
2932,860833,1/11/1994,5400,1063734.7
2932,860562,1/13/1994,26,1063760.7
2932,860335,1/15/1994,27340,1091100.7
2932,860816,1/21/1994,4200,1095300.7
2932,860834,1/22/1994,3600,1098900.7
2932,860835,1/25/1994,3900,1102800.7
2932,860838,1/27/1994,7200,1110000.7
2932,860981,1/29/1994,2400,1112400.7
2932,860909,1/31/1994,14.6,1112415.3
2932,3627451,1/31/1994,164.3,1112579.6
2932,860491,2/7/1994,4920,1117499.6
2932,860635,2/11/1994,4,1117503.6
2932,860707,2/11/1994,7,1117510.6
2932,860563,2/13/1994,26,1117536.6
2932,860346,2/20/1994,6790,1124326.6
2932,860345,2/23/1994,44196,1168522.6
2932,860875,2/28/1994,6000,1174522.6
2932,860910,2/28/1994,14.6,1174537.2
2932,860982,2/28/1994,25100,1199637.2
2932,3627452,2/28/1994,163.8,1199801
2932,860492,3/7/1994,4920,1204721
2932,860341,3/11/1994,6625,1211346
2932,860636,3/11/1994,4,1211350
2932,860708,3/11/1994,7,1211357
2932,860564,3/13/1994,26,1211383
2932,860330,3/29/1994,21065,1232448
2932,860340,3/29/1994,18270,1250718
2932,860983,3/30/1994,32100,1282818
2932,860911,3/31/1994,14.6,1282832.6
2932,3627453,3/31/1994,207.9,1283040.5
2932,860493,4/7/1994,4920,1287960.5
2932,860637,4/11/1994,4,1287964.5
2932,860709,4/11/1994,7,1287971.5
2932,860333,4/13/1994,12811,1300782.5
2932,860565,4/13/1994,26,1300808.5
2932,860338,4/25/1994,41611,1342419.5
2932,860336,4/29/1994,40607,1383026.5
2932,860984,4/29/1994,55500,1438526.5
2932,860985,4/29/1994,31800,1470326.5
2932,860912,4/30/1994,14.6,1470341.1
2932,3627454,4/30/1994,286.1,1470627.2
2932,860874,5/5/1994,14100,1484727.2
2932,860494,5/7/1994,4920,1489647.2
2932,860638,5/11/1994,4,1489651.2
2932,860710,5/11/1994,7,1489658.2
2932,860566,5/13/1994,26,1489684.2
2932,860986,5/29/1994,8500,1498184.2
2932,860913,5/31/1994,14.6,1498198.8
2932,3627455,5/31/1994,179.1,1498377.9
2932,860495,6/7/1994,4920,1503297.9
2932,860339,6/9/1994,35440,1538737.9
2932,860639,6/11/1994,4,1538741.9
2932,860711,6/11/1994,7,1538748.9
2932,860567,6/13/1994,26,1538774.9
2932,860987,6/28/1994,15800,1554574.9
2932,860914,6/30/1994,14.6,1554589.5
2932,3627456,6/30/1994,219,1554808.5
2932,860496,7/7/1994,4920,1559728.5
2932,860871,7/7/1994,14700,1574428.5
2932,860344,7/9/1994,43143,1617571.5
2932,860640,7/11/1994,4,1617575.5
2932,860712,7/11/1994,7,1617582.5
2932,860568,7/13/1994,26,1617608.5
2932,860988,7/28/1994,20100,1637708.5
2932,860915,7/31/1994,14.6,1637723.1
2932,3627457,7/31/1994,250.9,1637974
2932,860350,8/2/1994,21097,1659071
2932,860497,8/7/1994,4920,1663991
2932,860641,8/11/1994,4,1663995
2932,860713,8/11/1994,7,1664002
2932,860569,8/13/1994,26,1664028
2932,860334,8/23/1994,5091,1669119
2932,860989,8/27/1994,23200,1692319
2932,860916,8/31/1994,14.6,1692333.6
2932,3627458,8/31/1994,254.2,1692587.8
2932,860498,9/7/1994,4920,1697507.8
2932,860773,9/9/1994,12069,1709576.8
2932,860873,9/9/1994,5700,1715276.8
2932,860642,9/11/1994,4,1715280.8
2932,860714,9/11/1994,7,1715287.8
2932,860329,9/13/1994,35958,1751245.8
2932,860351,9/13/1994,33759,1785004.8
2932,860570,9/13/1994,26,1785030.8
2932,860990,9/26/1994,32600,1817630.8
2932,860917,9/30/1994,14.6,1817645.4
2932,3627459,9/30/1994,219.5,1817864.9
2932,860348,10/2/1994,8987,1826851.9
2932,860343,10/4/1994,35503,1862354.9
2932,860991,10/4/1994,21000,1883354.9
2932,860353,10/7/1994,32466,1915820.9
2932,860499,10/7/1994,4920,1920740.9
2932,860992,10/7/1994,22900,1943640.9
2932,860342,10/10/1994,40207,1983847.9
2932,860993,10/10/1994,31700,2015547.9
2932,860643,10/11/1994,4,2015551.9
2932,860715,10/11/1994,7,2015558.9
2932,860571,10/13/1994,26,2015584.9
2932,860331,10/26/1994,14963,2030547.9
2932,860994,10/26/1994,24700,2055247.9
2932,860995,10/26/1994,30200,2085447.9
2932,860337,10/31/1994,29715,2115162.9
2932,860918,10/31/1994,14.6,2115177.5
2932,3627460,10/31/1994,400.7,2115578.2
2932,860355,11/1/1994,39202,2154780.2
2932,860996,11/1/1994,23100,2177880.2
2932,860352,11/5/1994,29643,2207523.2
2932,860997,11/5/1994,58500,2266023.2
2932,860500,11/7/1994,4920,2270943.2
2932,860644,11/11/1994,4,2270947.2
2932,860716,11/11/1994,7,2270954.2
2932,860572,11/13/1994,26,2270980.2
2932,860774,11/13/1994,18972,2289952.2
2932,860354,11/17/1994,34197,2324149.2
2932,860998,11/25/1994,31700,2355849.2
2932,860919,11/30/1994,14.6,2355863.8
2932,3627461,11/30/1994,342.6,2356206.4
2932,860501,12/7/1994,4920,2361126.4
2932,860349,12/9/1994,41288,2402414.4
2932,860645,12/11/1994,4,2402418.4
2932,860717,12/11/1994,7,2402425.4
2932,860573,12/13/1994,26,2402451.4
2932,860347,12/17/1994,35727,2438178.4
2932,860999,12/17/1994,21000,2459178.4
2932,860822,12/18/1994,6600,2465778.4
2932,860872,12/23/1994,11700,2477478.4
2932,861000,12/25/1994,33400,2510878.4
2932,860920,12/31/1994,14.6,2510893
2932,3627462,12/31/1994,317.3,2511210.3
2932,860502,1/7/1995,4920,2516130.3
2932,860817,1/7/1995,17100,2533230.3
2932,860841,1/7/1995,5100,2538330.3
2932,860843,1/7/1995,4500,2542830.3
2932,860358,1/9/1995,43687,2586517.3
2932,860646,1/11/1995,4,2586521.3
2932,860718,1/11/1995,7,2586528.3
2932,860574,1/13/1995,26,2586554.3
2932,860842,1/16/1995,5400,2591954.3
2932,860840,1/17/1995,3300,2595254.3
2932,860844,1/21/1995,5700,2600954.3
2932,860839,1/22/1995,6900,2607854.3
2932,860877,1/23/1995,8400,2616254.3
2932,861001,1/24/1995,5300,2621554.3
2932,860921,1/31/1995,14.6,2621568.9
2932,3627463,1/31/1995,210,2621778.9
2932,860503,2/7/1995,4920,2626698.9
2932,860647,2/11/1995,4,2626702.9
2932,860719,2/11/1995,7,2626709.9
2932,860575,2/13/1995,26,2626735.9
2932,861002,2/23/1995,700,2627435.9
2932,860922,2/28/1995,14.6,2627450.5
2932,3627464,2/28/1995,122.9,2627573.4
2932,860504,3/7/1995,4920,2632493.4
2932,860648,3/11/1995,4,2632497.4
2932,860720,3/11/1995,7,2632504.4
2932,860576,3/13/1995,26,2632530.4
2932,861003,3/25/1995,4300,2636830.4
2932,860923,3/31/1995,14.6,2636845
2932,3627465,3/31/1995,103.6,2636948.6
2932,860505,4/7/1995,4920,2641868.6
2932,860649,4/11/1995,4,2641872.6
2932,860721,4/11/1995,7,2641879.6
2932,860577,4/13/1995,26,2641905.6
2932,861004,4/24/1995,2600,2644505.6
2932,860924,4/30/1995,14.6,2644520.2
2932,3627466,4/30/1995,99.9,2644620.1
2932,860506,5/7/1995,4920,2649540.1
2932,860650,5/11/1995,4,2649544.1
2932,860722,5/11/1995,7,2649551.1
2932,860578,5/13/1995,26,2649577.1
2932,861005,5/24/1995,4700,2654277.1
2932,860925,5/31/1995,14.6,2654291.7
2932,3627467,5/31/1995,92.6,2654384.3
2932,860507,6/7/1995,4920,2659304.3
2932,860651,6/11/1995,4,2659308.3
2932,860723,6/11/1995,7,2659315.3
2932,860579,6/13/1995,26,2659341.3
2932,860357,6/19/1995,17673,2677014.3
2932,861006,6/23/1995,3500,2680514.3
2932,860926,6/30/1995,14.6,2680528.9
2932,3627468,6/30/1995,112.5,2680641.4
2932,860508,7/7/1995,4920,2685561.4
2932,860780,7/9/1995,3236,2688797.4
2932,860652,7/11/1995,4,2688801.4
2932,860724,7/11/1995,7,2688808.4
2932,860580,7/13/1995,26,2688834.4
2932,861007,7/23/1995,900,2689734.4
2932,860356,7/26/1995,29433,2719167.4
2932,860927,7/31/1995,14.6,2719182
2932,3627469,7/31/1995,139,2719321
2932,860509,8/7/1995,4920,2724241
2932,860653,8/11/1995,4,2724245
2932,860725,8/11/1995,7,2724252
2932,860581,8/13/1995,26,2724278
2932,861008,8/22/1995,11300,2735578
2932,860928,8/31/1995,14.6,2735592.6
2932,3627470,8/31/1995,203,2735795.6
2932,860510,9/7/1995,4920,2740715.6
2932,860359,9/9/1995,46929,2787644.6
2932,860654,9/11/1995,4,2787648.6
2932,860726,9/11/1995,7,2787655.6
2932,860582,9/13/1995,26,2787681.6
2932,861009,9/21/1995,27100,2814781.6
2932,860929,9/30/1995,14.6,2814796.2
2932,3627471,9/30/1995,255.7,2815051.9
2932,860511,10/7/1995,4920,2819971.9
2932,860655,10/11/1995,4,2819975.9
2932,860727,10/11/1995,7,2819982.9
2932,860583,10/13/1995,26,2820008.9
2932,861010,10/21/1995,9700,2829708.9
2932,860782,10/23/1995,13489,2843197.9
2932,860930,10/31/1995,14.6,2843212.5
2932,3627472,10/31/1995,183.3,2843395.8
2932,860512,11/7/1995,4920,2848315.8
2932,860656,11/11/1995,4,2848319.8
2932,860728,11/11/1995,7,2848326.8
2932,860584,11/13/1995,26,2848352.8
2932,861011,11/20/1995,3600,2851952.8
2932,860931,11/30/1995,14.6,2851967.4
2932,3627473,11/30/1995,103,2852070.4
2932,860513,12/7/1995,4920,2856990.4
2932,860657,12/11/1995,4,2856994.4
2932,860729,12/11/1995,7,2857001.4
2932,860585,12/13/1995,26,2857027.4
2932,861012,12/20/1995,5400,2862427.4
2932,860932,12/31/1995,14.6,2862442
2932,3627474,12/31/1995,100.6,2862542.6
2932,860372,1/4/1996,33543,2896085.6
2932,860514,1/7/1996,4920,2901005.6
2932,860658,1/11/1996,4,2901009.6
2932,860730,1/11/1996,7,2901016.6
2932,860845,1/11/1996,4200,2905216.6
2932,860379,1/12/1996,22946,2928162.6
2932,860818,1/12/1996,6000,2934162.6
2932,860850,1/12/1996,8400,2942562.6
2932,860586,1/13/1996,26,2942588.6
2932,861013,1/19/1996,17600,2960188.6
2932,860381,1/21/1996,10603,2970791.6
2932,860846,1/23/1996,4500,2975291.6
2932,860848,1/28/1996,8400,2983691.6
2932,860849,1/29/1996,5100,2988791.6
2932,860360,1/30/1996,48841,3037632.6
2932,860371,1/31/1996,49972,3087604.6
2932,860933,1/31/1996,14.6,3087619.2
2932,861014,1/31/1996,38200,3125819.2
2932,3627475,1/31/1996,204.7,3126023.9
2932,860515,2/7/1996,4920,3130943.9
2932,860659,2/11/1996,4,3130947.9
2932,860731,2/11/1996,7,3130954.9
2932,860587,2/13/1996,26,3130980.9
2932,860784,2/14/1996,11040,3142020.9
2932,861015,2/18/1996,26900,3168920.9
2932,860380,2/26/1996,21021,3189941.9
2932,860934,2/29/1996,14.6,3189956.5
2932,3627476,2/29/1996,321.1,3190277.6
2932,860383,3/5/1996,29720,3219997.6
2932,860516,3/7/1996,4920,3224917.6
2932,860373,3/8/1996,26890,3251807.6
2932,861016,3/8/1996,18800,3270607.6
2932,860660,3/11/1996,4,3270611.6
2932,860732,3/11/1996,7,3270618.6
2932,861017,3/11/1996,53800,3324418.6
2932,860884,3/12/1996,6300,3330718.6
2932,860588,3/13/1996,26,3330744.6
2932,861018,3/19/1996,7400,3338144.6
2932,860364,3/21/1996,34181,3372325.6
2932,860885,3/27/1996,7800,3380125.6
2932,860935,3/31/1996,14.6,3380140.2
2932,3627477,3/31/1996,285.1,3380425.3
2932,860517,4/7/1996,4920,3385345.3
2932,860783,4/7/1996,6344,3391689.3
2932,860661,4/11/1996,4,3391693.3
2932,860733,4/11/1996,7,3391700.3
2932,860589,4/13/1996,26,3391726.3
2932,861019,4/18/1996,14500,3406226.3
2932,860936,4/30/1996,14.6,3406240.9
2932,3627478,4/30/1996,210.1,3406451
2932,860518,5/7/1996,4920,3411371
2932,860662,5/11/1996,4,3411375
2932,860734,5/11/1996,7,3411382
2932,860590,5/13/1996,26,3411408
2932,861020,5/18/1996,300,3411708
2932,860386,5/30/1996,46321,3458029
2932,860937,5/31/1996,14.6,3458043.6
2932,3627479,5/31/1996,162.2,3458205.8
2932,860519,6/7/1996,4920,3463125.8
2932,860663,6/11/1996,4,3463129.8
2932,860735,6/11/1996,7,3463136.8
2932,860591,6/13/1996,26,3463162.8
2932,861021,6/17/1996,24600,3487762.8
2932,860938,6/30/1996,14.6,3487777.4
2932,3627480,6/30/1996,274.4,3488051.8
2932,860520,7/7/1996,4920,3492971.8
2932,860664,7/11/1996,4,3492975.8
2932,860736,7/11/1996,7,3492982.8
2932,860592,7/13/1996,26,3493008.8
2932,860376,7/14/1996,34426,3527434.8
2932,860367,7/15/1996,19920,3547354.8
2932,861022,7/17/1996,35500,3582854.8
2932,860939,7/31/1996,14.6,3582869.4
2932,3627481,7/31/1996,257,3583126.4
2932,860521,8/7/1996,4920,3588046.4
2932,860665,8/11/1996,4,3588050.4
2932,860737,8/11/1996,7,3588057.4
2932,860593,8/13/1996,26,3588083.4
2932,861023,8/16/1996,13100,3601183.4
2932,860365,8/18/1996,9341,3610524.4
2932,860785,8/18/1996,3039,3613563.4
2932,860370,8/25/1996,25485,3639048.4
2932,860940,8/31/1996,14.6,3639063
2932,3627482,8/31/1996,269,3639332
2932,860384,9/7/1996,33517,3672849
2932,860522,9/7/1996,4920,3677769
2932,861024,9/7/1996,64200,3741969
2932,860666,9/11/1996,4,3741973
2932,860738,9/11/1996,7,3741980
2932,860594,9/13/1996,26,3742006
2932,861025,9/15/1996,3300,3745306
2932,860368,9/16/1996,23889,3769195
2932,860378,9/21/1996,21301,3790496
2932,860882,9/25/1996,9300,3799796
2932,860941,9/30/1996,14.6,3799810.6
2932,3627483,9/30/1996,311.8,3800122.4
2932,860362,10/1/1996,35496,3835618.4
2932,861026,10/1/1996,45500,3881118.4
2932,860366,10/7/1996,37815,3918933.4
2932,860523,10/7/1996,4920,3923853.4
2932,860382,10/9/1996,46541,3970394.4
2932,861027,10/9/1996,63300,4033694.4
2932,860374,10/10/1996,45374,4079068.4
2932,860883,10/10/1996,6300,4085368.4
2932,861028,10/10/1996,26400,4111768.4
2932,860667,10/11/1996,4,4111772.4
2932,860739,10/11/1996,7,4111779.4
2932,860595,10/13/1996,26,4111805.4
2932,861029,10/15/1996,31600,4143405.4
2932,860886,10/18/1996,4500,4147905.4
2932,860363,10/29/1996,22553,4170458.4
2932,860942,10/31/1996,14.6,4170473
2932,3627484,10/31/1996,346.9,4170819.9
2932,860375,11/4/1996,39519,4210338.9
2932,861030,11/4/1996,32600,4242938.9
2932,860524,11/7/1996,4920,4247858.9
2932,860668,11/11/1996,4,4247862.9
2932,860740,11/11/1996,7,4247869.9
2932,860596,11/13/1996,26,4247895.9
2932,861031,11/14/1996,24500,4272395.9
2932,860943,11/30/1996,14.6,4272410.5
2932,3627485,11/30/1996,293.5,4272704
2932,860385,12/6/1996,46824,4319528
2932,860377,12/7/1996,34523,4354051
2932,860525,12/7/1996,4920,4358971
2932,861032,12/7/1996,58600,4417571
2932,860824,12/9/1996,2400,4419971
2932,860361,12/10/1996,27682,4447653
2932,860669,12/11/1996,4,4447657
2932,860741,12/11/1996,7,4447664
2932,860597,12/13/1996,26,4447690
2932,861033,12/14/1996,34900,4482590
2932,860369,12/28/1996,37341,4519931
2932,860944,12/31/1996,14.6,4519945.6
2932,3627486,12/31/1996,320.2,4520265.8
2932,860851,1/6/1997,6300,4526565.8
2932,860526,1/7/1997,4920,4531485.8
2932,860819,1/9/1997,3300,4534785.8
2932,860854,1/10/1997,1500,4536285.8
2932,860670,1/11/1997,4,4536289.8
2932,860742,1/11/1997,7,4536296.8
2932,860598,1/13/1997,26,4536322.8
2932,860856,1/13/1997,6600,4542922.8
2932,861034,1/13/1997,25700,4568622.8
2932,860852,1/17/1997,6300,4574922.8
2932,860855,1/17/1997,8100,4583022.8
2932,860853,1/30/1997,4500,4587522.8
2932,860945,1/31/1997,14.6,4587537.4
2932,3627487,1/31/1997,274.6,4587812
2932,860527,2/7/1997,4920,4592732
2932,860671,2/11/1997,4,4592736
2932,860743,2/11/1997,7,4592743
2932,861035,2/12/1997,3800,4596543
2932,860599,2/13/1997,26,4596569
2932,860946,2/28/1997,14.6,4596583.6
2932,3627488,2/28/1997,156.8,4596740.4
2932,860528,3/7/1997,4920,4601660.4
2932,860672,3/11/1997,4,4601664.4
2932,860744,3/11/1997,7,4601671.4
2932,860600,3/13/1997,26,4601697.4
2932,861036,3/14/1997,2300,4603997.4
2932,860787,3/16/1997,7860,4611857.4
2932,860947,3/31/1997,14.6,4611872
2932,3627489,3/31/1997,130.8,4612002.8
2932,860529,4/7/1997,4920,4616922.8
2932,860673,4/11/1997,4,4616926.8
2932,860745,4/11/1997,7,4616933.8
2932,860601,4/13/1997,26,4616959.8
2932,861037,4/13/1997,7900,4624859.8
2932,860794,4/25/1997,2051,4626910.8
2932,860948,4/30/1997,14.6,4626925.4
2932,3627490,4/30/1997,116.9,4627042.3
2932,860530,5/7/1997,4920,4631962.3
2932,860674,5/11/1997,4,4631966.3
2932,860746,5/11/1997,7,4631973.3
2932,860602,5/13/1997,26,4631999.3
2932,861038,5/13/1997,7200,4639199.3
2932,860392,5/27/1997,29426,4668625.3
2932,860949,5/31/1997,14.6,4668639.9
2932,3627491,5/31/1997,140.7,4668780.6
2932,860531,6/7/1997,4920,4673700.6
2932,860675,6/11/1997,4,4673704.6
2932,860747,6/11/1997,7,4673711.6
2932,860890,6/11/1997,4200,4677911.6
2932,861039,6/12/1997,6500,4684411.6
2932,860603,6/13/1997,26,4684437.6
2932,860389,6/14/1997,6405,4690842.6
2932,860390,6/24/1997,42212,4733054.6
2932,860813,6/28/1997,56400,4789454.6
2932,860950,6/30/1997,14.6,4789469.2
2932,3627492,6/30/1997,239,4789708.2
2932,860532,7/7/1997,4920,4794628.2
2932,860676,7/11/1997,4,4794632.2
2932,860748,7/11/1997,7,4794639.2
2932,861040,7/12/1997,500,4795139.2
2932,860604,7/13/1997,26,4795165.2
2932,860391,7/26/1997,10636,4805801.2
2932,860951,7/31/1997,14.6,4805815.8
2932,3627493,7/31/1997,147.9,4805963.7
2932,860790,8/1/1997,17178,4823141.7
2932,860533,8/7/1997,4920,4828061.7
2932,860677,8/11/1997,4,4828065.7
2932,860749,8/11/1997,7,4828072.7
2932,861041,8/11/1997,7600,4835672.7
2932,860605,8/13/1997,26,4835698.7
2932,860952,8/31/1997,14.6,4835713.3
2932,3627494,8/31/1997,125.2,4835838.5
2932,860534,9/7/1997,4920,4840758.5
2932,861042,9/10/1997,8900,4849658.5
2932,860678,9/11/1997,4,4849662.5
2932,860750,9/11/1997,7,4849669.5
2932,860606,9/13/1997,26,4849695.5
2932,860388,9/30/1997,23336,4873031.5
2932,860953,9/30/1997,14.6,4873046.1
2932,3627495,9/30/1997,132.6,4873178.7
2932,860535,10/7/1997,4920,4878098.7
2932,861043,10/10/1997,9600,4887698.7
2932,860679,10/11/1997,4,4887702.7
2932,860751,10/11/1997,7,4887709.7
2932,860607,10/13/1997,26,4887735.7
2932,860954,10/31/1997,14.6,4887750.3
2932,3627496,10/31/1997,188.8,4887939.1
2932,860536,11/7/1997,4920,4892859.1
2932,861044,11/9/1997,1500,4894359.1
2932,860680,11/11/1997,4,4894363.1
2932,860752,11/11/1997,7,4894370.1
2932,860608,11/13/1997,26,4894396.1
2932,860393,11/21/1997,22763,4917159.1
2932,860387,11/23/1997,33929,4951088.1
2932,860889,11/25/1997,11100,4962188.1
2932,860955,11/30/1997,14.6,4962202.7
2932,3627497,11/30/1997,212.1,4962414.8
2932,860825,12/5/1997,5700,4968114.8
2932,860537,12/7/1997,4920,4973034.8
2932,861045,12/9/1997,20000,4993034.8
2932,860681,12/11/1997,4,4993038.8
2932,860753,12/11/1997,7,4993045.8
2932,860609,12/13/1997,26,4993071.8
2932,860887,12/27/1997,10200,5003271.8
2932,860956,12/31/1997,14.6,5003286.4
2932,3627498,12/31/1997,230.9,5003517.3
2932,860402,1/1/1998,20546,5024063.3
2932,860893,1/4/1998,3900,5027963.3
2932,860538,1/7/1998,4920,5032883.3
2932,860860,1/7/1998,8700,5041583.3
2932,861046,1/8/1998,2800,5044383.3
2932,860862,1/9/1998,3900,5048283.3
2932,860858,1/10/1998,2700,5050983.3
2932,860682,1/11/1998,4,5050987.3
2932,860754,1/11/1998,7,5050994.3
2932,860857,1/12/1998,3900,5054894.3
2932,860610,1/13/1998,26,5054920.3
2932,860957,1/31/1998,14.6,5054934.9
2932,3627499,1/31/1998,143.1,5055078
2932,860539,2/7/1998,4920,5059998
2932,861047,2/7/1998,3100,5063098
2932,860683,2/11/1998,4,5063102
2932,860755,2/11/1998,7,5063109
2932,860611,2/13/1998,26,5063135
2932,860394,2/21/1998,28448,5091583
2932,860396,2/22/1998,20666,5112249
2932,860958,2/28/1998,14.6,5112263.6
2932,3627500,2/28/1998,172.6,5112436.2
2932,860540,3/7/1998,4920,5117356.2
2932,861048,3/9/1998,16200,5133556.2
2932,860684,3/11/1998,4,5133560.2
2932,860756,3/11/1998,7,5133567.2
2932,860612,3/13/1998,26,5133593.2
2932,860807,3/21/1998,22418,5156011.2
2932,860892,3/29/1998,3000,5159011.2
2932,860959,3/31/1998,14.6,5159025.8
2932,3627501,3/31/1998,220.9,5159246.7
2932,860397,4/2/1998,21967,5181213.7
2932,860541,4/7/1998,4920,5186133.7
2932,861049,4/8/1998,5500,5191633.7
2932,860685,4/11/1998,4,5191637.7
2932,860757,4/11/1998,7,5191644.7
2932,860613,4/13/1998,26,5191670.7
2932,860960,4/30/1998,14.6,5191685.3
2932,3627502,4/30/1998,166.4,5191851.7
2932,860542,5/7/1998,4920,5196771.7
2932,861050,5/8/1998,3900,5200671.7
2932,860686,5/11/1998,4,5200675.7
2932,860758,5/11/1998,7,5200682.7
2932,860614,5/13/1998,26,5200708.7
2932,860961,5/31/1998,14.6,5200723.3
2932,3627503,5/31/1998,147.1,5200870.4
2932,860543,6/7/1998,4920,5205790.4
2932,861051,6/7/1998,1200,5206990.4
2932,860687,6/11/1998,4,5206994.4
2932,860759,6/11/1998,7,5207001.4
2932,860615,6/13/1998,26,5207027.4
2932,860962,6/30/1998,14.6,5207042
2932,3627504,6/30/1998,119.3,5207161.3
2932,860403,7/3/1998,5311,5212472.3
2932,860544,7/7/1998,4920,5217392.3
2932,861052,7/7/1998,5300,5222692.3
2932,860688,7/11/1998,4,5222696.3
2932,860760,7/11/1998,7,5222703.3
2932,860616,7/13/1998,26,5222729.3
2932,860398,7/17/1998,32325,5255054.3
2932,860963,7/31/1998,14.6,5255068.9
2932,3627505,7/31/1998,162.3,5255231.2
2932,861053,8/6/1998,13800,5269031.2
2932,860545,8/7/1998,4920,5273951.2
2932,860799,8/7/1998,14347,5288298.2
2932,860405,8/11/1998,42984,5331282.2
2932,860689,8/11/1998,4,5331286.2
2932,860761,8/11/1998,7,5331293.2
2932,860617,8/13/1998,26,5331319.2
2932,860401,8/26/1998,18739,5350058.2
2932,860797,8/31/1998,8000,5358058.2
2932,860964,8/31/1998,14.6,5358072.8
2932,3627506,8/31/1998,255,5358327.8
2932,861054,9/5/1998,27200,5385527.8
2932,860404,9/6/1998,12210,5397737.8
2932,860546,9/7/1998,4920,5402657.8
2932,860690,9/11/1998,4,5402661.8
2932,860762,9/11/1998,7,5402668.8
2932,860618,9/13/1998,26,5402694.8
2932,860399,9/24/1998,45881,5448575.8
2932,860894,9/26/1998,3600,5452175.8
2932,860805,9/27/1998,23498,5475673.8
2932,860965,9/30/1998,14.6,5475688.4
2932,3627507,9/30/1998,275.4,5475963.8
2932,861055,10/5/1998,29300,5505263.8
2932,860547,10/7/1998,4920,5510183.8
2932,860395,10/9/1998,31338,5541521.8
2932,860691,10/11/1998,4,5541525.8
2932,860763,10/11/1998,7,5541532.8
2932,860619,10/13/1998,26,5541558.8
2932,860806,10/24/1998,6894,5548452.8
2932,860966,10/31/1998,14.6,5548467.4
2932,3627508,10/31/1998,285.3,5548752.7
2932,860801,11/4/1998,9098,5557850.7
2932,861056,11/4/1998,17800,5575650.7
2932,860548,11/7/1998,4920,5580570.7
2932,860692,11/11/1998,4,5580574.7
2932,860764,11/11/1998,7,5580581.7
2932,860620,11/13/1998,26,5580607.7
2932,860967,11/30/1998,14.6,5580622.3
2932,3627509,11/30/1998,161,5580783.3
2932,861057,12/4/1998,9500,5590283.3
2932,860549,12/7/1998,4920,5595203.3
2932,860693,12/11/1998,4,5595207.3
2932,860765,12/11/1998,7,5595214.3
2932,860621,12/13/1998,26,5595240.3
2932,860400,12/24/1998,13428,5608668.3
2932,3627510,12/31/1998,104.5,5608772.8
3834,1121963,1/19/1993,700,700
3834,1121965,2/12/1993,13875,14575
3834,1122555,2/18/1993,6600,21175
3834,3657066,2/28/1993,34.7,21209.7
3834,1121966,3/12/1993,13875,35084.7
3834,1122556,3/20/1993,6700,41784.7
3834,3657067,3/31/1993,99.9,41884.6
3834,1121967,4/12/1993,13875,55759.6
3834,1122557,4/19/1993,7600,63359.6
3834,3657068,4/30/1993,128.9,63488.5
